timestamp,flow_rate
2025-09-01 00:00:00,101.2
2025-09-01 01:00:00,106.77
2025-09-01 02:00:00,112.32
2025-09-01 03:00:00,115.85
2025-09-01 04:00:00,114.24
2025-09-01 05:00:00,123.7
2025-09-01 06:00:00,124.97
2025-09-01 07:00:00,118.41
2025-09-01 08:00:00,117.68
2025-09-01 09:00:00,112.2
2025-09-01 10:00:00,105.32
2025-09-01 11:00:00,109.92
2025-09-01 12:00:00,102.72
2025-09-01 13:00:00,96.96
2025-09-01 14:00:00,83.37
2025-09-01 15:00:00,85.08
2025-09-01 16:00:00,80.44
2025-09-01 17:00:00,79.3
2025-09-01 18:00:00,78.14
2025-09-01 19:00:00,82.07
2025-09-01 20:00:00,84.13
2025-09-01 21:00:00,87.73
2025-09-01 22:00:00,85.98
2025-09-01 23:00:00,90.28
2025-09-02 00:00:00,108.44
2025-09-02 01:00:00,115.28
2025-09-02 02:00:00,116.65
2025-09-02 03:00:00,120.35
2025-09-02 04:00:00,126.04
2025-09-02 05:00:00,132.06
2025-09-02 06:00:00,125.74
2025-09-02 07:00:00,133.22
2025-09-02 08:00:00,126.7
2025-09-02 09:00:00,119.17
2025-09-02 10:00:00,115.05
2025-09-02 11:00:00,111.19
2025-09-02 12:00:00,108.4
2025-09-02 13:00:00,97.37
2025-09-02 14:00:00,100.56
2025-09-02 15:00:00,94.09
2025-09-02 16:00:00,91.95
2025-09-02 17:00:00,89.06
2025-09-02 18:00:00,86.81
2025-09-02 19:00:00,86.4
2025-09-02 20:00:00,92.53
2025-09-02 21:00:00,94.43
2025-09-02 22:00:00,97.36
2025-09-02 23:00:00,98.52
2025-09-03 00:00:00,109.29
2025-09-03 01:00:00,113.64
2025-09-03 02:00:00,120.24
2025-09-03 03:00:00,124.73
2025-09-03 04:00:00,129.1
2025-09-03 05:00:00,126.74
2025-09-03 06:00:00,124.0
2025-09-03 07:00:00,128.19
2025-09-03 08:00:00,128.83
2025-09-03 09:00:00,119.89
2025-09-03 10:00:00,123.28
2025-09-03 11:00:00,118.1
2025-09-03 12:00:00,106.17
2025-09-03 13:00:00,108.73
2025-09-03 14:00:00,93.31
2025-09-03 15:00:00,94.55
2025-09-03 16:00:00,89.77
2025-09-03 17:00:00,97.25
2025-09-03 18:00:00,91.63
2025-09-03 19:00:00,84.28
2025-09-03 20:00:00,91.71
2025-09-03 21:00:00,93.99
2025-09-03 22:00:00,98.25
2025-09-03 23:00:00,106.75
2025-09-04 00:00:00,98.68
2025-09-04 01:00:00,112.68
2025-09-04 02:00:00,114.95
2025-09-04 03:00:00,117.55
2025-09-04 04:00:00,114.89
2025-09-04 05:00:00,123.46
2025-09-04 06:00:00,126.53
2025-09-04 07:00:00,126.04
2025-09-04 08:00:00,120.91
2025-09-04 09:00:00,116.53
2025-09-04 10:00:00,118.19
2025-09-04 11:00:00,106.09
2025-09-04 12:00:00,107.16
2025-09-04 13:00:00,94.78
2025-09-04 14:00:00,96.64
2025-09-04 15:00:00,84.59
2025-09-04 16:00:00,86.93
2025-09-04 17:00:00,88.5
2025-09-04 18:00:00,89.9
2025-09-04 19:00:00,87.82
2025-09-04 20:00:00,87.91
2025-09-04 21:00:00,90.66
2025-09-04 22:00:00,95.91
2025-09-04 23:00:00,96.21
2025-09-05 00:00:00,95.51
2025-09-05 01:00:00,102.87
2025-09-05 02:00:00,104.88
2025-09-05 03:00:00,114.23
2025-09-05 04:00:00,115.27
2025-09-05 05:00:00,114.91
2025-09-05 06:00:00,117.95
2025-09-05 07:00:00,118.59
2025-09-05 08:00:00,108.81
2025-09-05 09:00:00,106.08
2025-09-05 10:00:00,97.36
2025-09-05 11:00:00,99.93
2025-09-05 12:00:00,101.66
2025-09-05 13:00:00,90.75
2025-09-05 14:00:00,89.85
2025-09-05 15:00:00,84.77
2025-09-05 16:00:00,76.15
2025-09-05 17:00:00,77.1
2025-09-05 18:00:00,78.53
2025-09-05 19:00:00,73.87
2025-09-05 20:00:00,75.91
2025-09-05 21:00:00,87.0
2025-09-05 22:00:00,84.21
2025-09-05 23:00:00,90.66
2025-09-06 00:00:00,85.26
2025-09-06 01:00:00,92.63
2025-09-06 02:00:00,98.33
2025-09-06 03:00:00,105.29
2025-09-06 04:00:00,108.96
2025-09-06 05:00:00,107.67
2025-09-06 06:00:00,113.71
2025-09-06 07:00:00,110.44
2025-09-06 08:00:00,108.62
2025-09-06 09:00:00,109.62
2025-09-06 10:00:00,97.16
2025-09-06 11:00:00,93.6
2025-09-06 12:00:00,91.06
2025-09-06 13:00:00,84.54
2025-09-06 14:00:00,83.03
2025-09-06 15:00:00,76.96
2025-09-06 16:00:00,72.72
2025-09-06 17:00:00,70.7
2025-09-06 18:00:00,68.67
2025-09-06 19:00:00,65.93
2025-09-06 20:00:00,70.55
2025-09-06 21:00:00,76.9
2025-09-06 22:00:00,81.64
2025-09-06 23:00:00,83.95
2025-09-07 00:00:00,94.83
2025-09-07 01:00:00,100.29
2025-09-07 02:00:00,104.17
2025-09-07 03:00:00,107.49
2025-09-07 04:00:00,105.63
2025-09-07 05:00:00,114.46
2025-09-07 06:00:00,108.81
2025-09-07 07:00:00,109.29
2025-09-07 08:00:00,111.36
2025-09-07 09:00:00,107.95
2025-09-07 10:00:00,106.84
2025-09-07 11:00:00,97.38
2025-09-07 12:00:00,88.58
2025-09-07 13:00:00,86.01
2025-09-07 14:00:00,78.58
2025-09-07 15:00:00,80.16
2025-09-07 16:00:00,76.04
2025-09-07 17:00:00,70.15
2025-09-07 18:00:00,72.73
2025-09-07 19:00:00,76.67
2025-09-07 20:00:00,73.97
2025-09-07 21:00:00,79.95
2025-09-07 22:00:00,78.69
2025-09-07 23:00:00,87.27
2025-09-08 00:00:00,105.82
2025-09-08 01:00:00,107.79
2025-09-08 02:00:00,110.59
2025-09-08 03:00:00,111.64
2025-09-08 04:00:00,116.73
2025-09-08 05:00:00,122.9
2025-09-08 06:00:00,119.38
2025-09-08 07:00:00,120.04
2025-09-08 08:00:00,117.87
2025-09-08 09:00:00,111.24
2025-09-08 10:00:00,110.23
2025-09-08 11:00:00,102.38
2025-09-08 12:00:00,95.64
2025-09-08 13:00:00,98.63
2025-09-08 14:00:00,84.98
2025-09-08 15:00:00,83.5
2025-09-08 16:00:00,83.51
2025-09-08 17:00:00,85.03
2025-09-08 18:00:00,84.4
2025-09-08 19:00:00,82.14
2025-09-08 20:00:00,86.85
2025-09-08 21:00:00,84.6
2025-09-08 22:00:00,88.03
2025-09-08 23:00:00,97.89
2025-09-09 00:00:00,103.11
2025-09-09 01:00:00,114.83
2025-09-09 02:00:00,117.01
2025-09-09 03:00:00,121.14
2025-09-09 04:00:00,133.35
2025-09-09 05:00:00,130.36
2025-09-09 06:00:00,130.27
2025-09-09 07:00:00,127.11
2025-09-09 08:00:00,121.53
2025-09-09 09:00:00,125.29
2025-09-09 10:00:00,118.85
2025-09-09 11:00:00,107.66
2025-09-09 12:00:00,110.05
2025-09-09 13:00:00,103.79
2025-09-09 14:00:00,92.57
2025-09-09 15:00:00,91.74
2025-09-09 16:00:00,90.85
2025-09-09 17:00:00,90.94
2025-09-09 18:00:00,88.88
2025-09-09 19:00:00,87.71
2025-09-09 20:00:00,91.29
2025-09-09 21:00:00,97.67
2025-09-09 22:00:00,100.22
2025-09-09 23:00:00,105.16
2025-09-10 00:00:00,114.31
2025-09-10 01:00:00,124.22
2025-09-10 02:00:00,119.17
2025-09-10 03:00:00,124.79
2025-09-10 04:00:00,122.54
2025-09-10 05:00:00,130.49
2025-09-10 06:00:00,126.72
2025-09-10 07:00:00,128.69
2025-09-10 08:00:00,128.12
2025-09-10 09:00:00,126.01
2025-09-10 10:00:00,126.24
2025-09-10 11:00:00,113.59
2025-09-10 12:00:00,111.24
2025-09-10 13:00:00,107.2
2025-09-10 14:00:00,103.13
2025-09-10 15:00:00,98.43
2025-09-10 16:00:00,92.3
2025-09-10 17:00:00,96.07
2025-09-10 18:00:00,95.7
2025-09-10 19:00:00,94.01
2025-09-10 20:00:00,95.63
2025-09-10 21:00:00,99.05
2025-09-10 22:00:00,104.41
2025-09-10 23:00:00,103.79
2025-09-11 00:00:00,79.38
2025-09-11 01:00:00,85.66
2025-09-11 02:00:00,85.99
2025-09-11 03:00:00,92.38
2025-09-11 04:00:00,94.56
2025-09-11 05:00:00,101.35
2025-09-11 06:00:00,130.91
2025-09-11 07:00:00,125.4
2025-09-11 08:00:00,120.42
2025-09-11 09:00:00,118.26
2025-09-11 10:00:00,122.1
2025-09-11 11:00:00,107.15
2025-09-11 12:00:00,98.39
2025-09-11 13:00:00,103.64
2025-09-11 14:00:00,99.69
2025-09-11 15:00:00,95.13
2025-09-11 16:00:00,90.67
2025-09-11 17:00:00,81.78
2025-09-11 18:00:00,82.47
2025-09-11 19:00:00,82.71
2025-09-11 20:00:00,86.41
2025-09-11 21:00:00,88.44
2025-09-11 22:00:00,96.05
2025-09-11 23:00:00,100.03
2025-09-12 00:00:00,104.0
2025-09-12 01:00:00,98.53
2025-09-12 02:00:00,105.33
2025-09-12 03:00:00,116.68
2025-09-12 04:00:00,111.15
2025-09-12 05:00:00,123.43
2025-09-12 06:00:00,115.04
2025-09-12 07:00:00,116.98
2025-09-12 08:00:00,115.67
2025-09-12 09:00:00,115.35
2025-09-12 10:00:00,103.79
2025-09-12 11:00:00,104.49
2025-09-12 12:00:00,96.78
2025-09-12 13:00:00,89.16
2025-09-12 14:00:00,90.72
2025-09-12 15:00:00,79.04
2025-09-12 16:00:00,76.42
2025-09-12 17:00:00,72.39
2025-09-12 18:00:00,82.88
2025-09-12 19:00:00,80.76
2025-09-12 20:00:00,82.01
2025-09-12 21:00:00,84.18
2025-09-12 22:00:00,88.43
2025-09-12 23:00:00,89.97
2025-09-13 00:00:00,87.87
2025-09-13 01:00:00,97.43
2025-09-13 02:00:00,100.02
2025-09-13 03:00:00,107.1
2025-09-13 04:00:00,111.55
2025-09-13 05:00:00,117.93
2025-09-13 06:00:00,106.84
2025-09-13 07:00:00,108.02
2025-09-13 08:00:00,107.8
2025-09-13 09:00:00,106.24
2025-09-13 10:00:00,103.83
2025-09-13 11:00:00,99.94
2025-09-13 12:00:00,95.4
2025-09-13 13:00:00,90.99
2025-09-13 14:00:00,84.85
2025-09-13 15:00:00,78.01
2025-09-13 16:00:00,71.83
2025-09-13 17:00:00,74.77
2025-09-13 18:00:00,70.14
2025-09-13 19:00:00,68.57
2025-09-13 20:00:00,69.65
2025-09-13 21:00:00,73.49
2025-09-13 22:00:00,76.46
2025-09-13 23:00:00,85.45
2025-09-14 00:00:00,92.48
2025-09-14 01:00:00,97.74
2025-09-14 02:00:00,100.78
2025-09-14 03:00:00,107.94
2025-09-14 04:00:00,116.27
2025-09-14 05:00:00,112.73
2025-09-14 06:00:00,112.57
2025-09-14 07:00:00,119.35
2025-09-14 08:00:00,113.17
2025-09-14 09:00:00,104.74
2025-09-14 10:00:00,101.08
2025-09-14 11:00:00,99.51
2025-09-14 12:00:00,89.52
2025-09-14 13:00:00,88.74
2025-09-14 14:00:00,85.56
2025-09-14 15:00:00,78.67
2025-09-14 16:00:00,79.64
2025-09-14 17:00:00,73.09
2025-09-14 18:00:00,70.3
2025-09-14 19:00:00,69.49
2025-09-14 20:00:00,73.28
2025-09-14 21:00:00,75.01
2025-09-14 22:00:00,83.19
2025-09-14 23:00:00,89.02
2025-09-15 00:00:00,102.93
2025-09-15 01:00:00,103.47
2025-09-15 02:00:00,108.16
2025-09-15 03:00:00,116.14
2025-09-15 04:00:00,118.7
2025-09-15 05:00:00,118.68
2025-09-15 06:00:00,118.0
2025-09-15 07:00:00,115.5
2025-09-15 08:00:00,120.32
2025-09-15 09:00:00,118.82
2025-09-15 10:00:00,116.55
2025-09-15 11:00:00,109.99
2025-09-15 12:00:00,102.01
2025-09-15 13:00:00,90.57
2025-09-15 14:00:00,93.82
2025-09-15 15:00:00,85.56
2025-09-15 16:00:00,79.9
2025-09-15 17:00:00,78.88
2025-09-15 18:00:00,79.48
2025-09-15 19:00:00,84.22
2025-09-15 20:00:00,84.23
2025-09-15 21:00:00,83.55
2025-09-15 22:00:00,96.36
2025-09-15 23:00:00,102.24
2025-09-16 00:00:00,108.32
2025-09-16 01:00:00,112.91
2025-09-16 02:00:00,120.78
2025-09-16 03:00:00,125.99
2025-09-16 04:00:00,123.8
2025-09-16 05:00:00,123.54
2025-09-16 06:00:00,129.22
2025-09-16 07:00:00,124.5
2025-09-16 08:00:00,129.03
2025-09-16 09:00:00,122.86
2025-09-16 10:00:00,118.02
2025-09-16 11:00:00,118.23
2025-09-16 12:00:00,105.52
2025-09-16 13:00:00,103.93
2025-09-16 14:00:00,91.76
2025-09-16 15:00:00,95.42
2025-09-16 16:00:00,93.94
2025-09-16 17:00:00,92.65
2025-09-16 18:00:00,87.93
2025-09-16 19:00:00,89.23
2025-09-16 20:00:00,96.37
2025-09-16 21:00:00,92.8
2025-09-16 22:00:00,95.6
2025-09-16 23:00:00,98.96
2025-09-17 00:00:00,109.73
2025-09-17 01:00:00,114.23
2025-09-17 02:00:00,120.42
2025-09-17 03:00:00,127.95
2025-09-17 04:00:00,125.16
2025-09-17 05:00:00,131.16
2025-09-17 06:00:00,131.64
2025-09-17 07:00:00,133.7
2025-09-17 08:00:00,131.42
2025-09-17 09:00:00,128.3
2025-09-17 10:00:00,117.84
2025-09-17 11:00:00,115.36
2025-09-17 12:00:00,115.68
2025-09-17 13:00:00,100.68
2025-09-17 14:00:00,98.69
2025-09-17 15:00:00,94.59
2025-09-17 16:00:00,90.01
2025-09-17 17:00:00,92.83
2025-09-17 18:00:00,94.69
2025-09-17 19:00:00,94.34
2025-09-17 20:00:00,94.52
2025-09-17 21:00:00,94.85
2025-09-17 22:00:00,101.66
2025-09-17 23:00:00,102.51
2025-09-18 00:00:00,103.14
2025-09-18 01:00:00,110.2
2025-09-18 02:00:00,121.61
2025-09-18 03:00:00,118.71
2025-09-18 04:00:00,121.14
2025-09-18 05:00:00,125.63
2025-09-18 06:00:00,122.78
2025-09-18 07:00:00,125.03
2025-09-18 08:00:00,118.33
2025-09-18 09:00:00,122.65
2025-09-18 10:00:00,117.28
2025-09-18 11:00:00,115.2
2025-09-18 12:00:00,105.72
2025-09-18 13:00:00,98.46
2025-09-18 14:00:00,92.69
2025-09-18 15:00:00,92.35
2025-09-18 16:00:00,92.79
2025-09-18 17:00:00,87.32
2025-09-18 18:00:00,86.06
2025-09-18 19:00:00,85.44
2025-09-18 20:00:00,82.61
2025-09-18 21:00:00,93.21
2025-09-18 22:00:00,91.31
2025-09-18 23:00:00,102.78
2025-09-19 00:00:00,93.29
2025-09-19 01:00:00,103.0
2025-09-19 02:00:00,105.37
2025-09-19 03:00:00,107.23
2025-09-19 04:00:00,117.74
2025-09-19 05:00:00,118.33
2025-09-19 06:00:00,115.98
2025-09-19 07:00:00,116.33
2025-09-19 08:00:00,119.11
2025-09-19 09:00:00,112.25
2025-09-19 10:00:00,111.33
2025-09-19 11:00:00,104.43
2025-09-19 12:00:00,95.55
2025-09-19 13:00:00,90.7
2025-09-19 14:00:00,86.67
2025-09-19 15:00:00,82.68
2025-09-19 16:00:00,77.21
2025-09-19 17:00:00,79.54
2025-09-19 18:00:00,78.68
2025-09-19 19:00:00,78.9
2025-09-19 20:00:00,79.66
2025-09-19 21:00:00,77.75
2025-09-19 22:00:00,86.76
2025-09-19 23:00:00,93.31
2025-09-20 00:00:00,96.02
2025-09-20 01:00:00,100.0
2025-09-20 02:00:00,98.84
2025-09-20 03:00:00,103.74
2025-09-20 04:00:00,109.01
2025-09-20 05:00:00,105.8
2025-09-20 06:00:00,109.72
2025-09-20 07:00:00,112.61
2025-09-20 08:00:00,111.11
2025-09-20 09:00:00,103.68
2025-09-20 10:00:00,103.54
2025-09-20 11:00:00,96.91
2025-09-20 12:00:00,90.17
2025-09-20 13:00:00,88.11
2025-09-20 14:00:00,79.07
2025-09-20 15:00:00,79.4
2025-09-20 16:00:00,76.24
2025-09-20 17:00:00,70.27
2025-09-20 18:00:00,73.81
2025-09-20 19:00:00,68.0
2025-09-20 20:00:00,74.87
2025-09-20 21:00:00,77.01
2025-09-20 22:00:00,84.04
2025-09-20 23:00:00,93.05
2025-09-21 00:00:00,90.57
2025-09-21 01:00:00,103.81
2025-09-21 02:00:00,107.1
2025-09-21 03:00:00,112.69
2025-09-21 04:00:00,105.08
2025-09-21 05:00:00,110.97
2025-09-21 06:00:00,118.18
2025-09-21 07:00:00,113.22
2025-09-21 08:00:00,114.0
2025-09-21 09:00:00,114.95
2025-09-21 10:00:00,106.72
2025-09-21 11:00:00,99.79
2025-09-21 12:00:00,99.57
2025-09-21 13:00:00,89.11
2025-09-21 14:00:00,87.0
2025-09-21 15:00:00,78.34
2025-09-21 16:00:00,72.65
2025-09-21 17:00:00,84.68
2025-09-21 18:00:00,75.12
2025-09-21 19:00:00,73.21
2025-09-21 20:00:00,76.57
2025-09-21 21:00:00,80.07
2025-09-21 22:00:00,88.24
2025-09-21 23:00:00,91.25
2025-09-22 00:00:00,106.52
2025-09-22 01:00:00,109.14
2025-09-22 02:00:00,112.64
2025-09-22 03:00:00,117.67
2025-09-22 04:00:00,120.57
2025-09-22 05:00:00,120.51
2025-09-22 06:00:00,122.26
2025-09-22 07:00:00,116.42
2025-09-22 08:00:00,118.41
2025-09-22 09:00:00,110.63
2025-09-22 10:00:00,112.51
2025-09-22 11:00:00,108.45
2025-09-22 12:00:00,102.56
2025-09-22 13:00:00,92.38
2025-09-22 14:00:00,93.74
2025-09-22 15:00:00,88.46
2025-09-22 16:00:00,85.19
2025-09-22 17:00:00,77.5
2025-09-22 18:00:00,82.58
2025-09-22 19:00:00,82.78
2025-09-22 20:00:00,86.02
2025-09-22 21:00:00,92.13
2025-09-22 22:00:00,88.43
2025-09-22 23:00:00,97.91
2025-09-23 00:00:00,108.93
2025-09-23 01:00:00,113.5
2025-09-23 02:00:00,116.63
2025-09-23 03:00:00,119.6
2025-09-23 04:00:00,123.76
2025-09-23 05:00:00,131.2
2025-09-23 06:00:00,129.33
2025-09-23 07:00:00,128.99
2025-09-23 08:00:00,123.53
2025-09-23 09:00:00,126.34
2025-09-23 10:00:00,120.54
2025-09-23 11:00:00,119.51
2025-09-23 12:00:00,112.0
2025-09-23 13:00:00,103.13
2025-09-23 14:00:00,99.31
2025-09-23 15:00:00,95.96
2025-09-23 16:00:00,96.21
2025-09-23 17:00:00,90.21
2025-09-23 18:00:00,86.05
2025-09-23 19:00:00,88.52
2025-09-23 20:00:00,95.62
2025-09-23 21:00:00,94.81
2025-09-23 22:00:00,99.23
2025-09-23 23:00:00,103.28
2025-09-24 00:00:00,111.14
2025-09-24 01:00:00,117.79
2025-09-24 02:00:00,117.03
2025-09-24 03:00:00,126.39
2025-09-24 04:00:00,129.75
2025-09-24 05:00:00,129.75
2025-09-24 06:00:00,137.04
2025-09-24 07:00:00,131.83
2025-09-24 08:00:00,132.27
2025-09-24 09:00:00,126.02
2025-09-24 10:00:00,120.26
2025-09-24 11:00:00,116.23
2025-09-24 12:00:00,110.76
2025-09-24 13:00:00,103.58
